dt_issue_date,violation_description,tickets_issued
2023-05-20,FIRE HYDRANT,7
2025-04-03,OTHER,15
2023-07-23,MISSING EQUIPMENT,15
2024-10-31,SAFETY ZONE,101
2023-09-21,NO STOPPING-DAY/TIME LIMITS,132
2024-02-03,BEYOND MARKED SPACE,24
2024-04-29,DOUBLE PARKING,1220
2024-09-24,MISUSE PARKING PERMIT,23
2021-06-19,OBSTRUCTING DRIVEWAY,1
2024-07-26,BLUE ZONE,2
2025-03-04,FIRE HYDRANT,2253
2025-06-10,NON-COMPLIANCE W/ POSTED SIGN,101
2024-11-24,REG STICKER-MUTILATED/C'FEIT,5
2025-04-10,NO STANDING-EXC. TRUCK LOADING,829
2023-08-16,NO STD(EXC TRKS/GMTDST NO-TRK),2
2024-08-09,PCKP DSCHRGE IN PRHBTD ZONE,9
2024-05-19,PEDESTRIAN RAMP,30
2023-10-25,NO STANDING-EXC. TRUCK LOADING,997
2023-12-07,FAIL TO DSPLY MUNI METER RECPT,3269
2024-11-19,PHTO SCHOOL ZN SPEED VIOLATION,11145
2025-01-25,STORAGE-3HR COMMERCIAL,21
2024-08-10,NON-COMPLIANCE W/ POSTED SIGN,12
2024-05-20,WRONG WAY,28
2024-06-05,UNAUTHORIZED BUS LAYOVER,3
2024-01-22,WRONG WAY,34
2025-01-28,NO STANDING-COMM METER ZONE,918
2024-09-21,PARKED BUS-EXC. DESIG. AREA,2
2024-03-22,DETACHED TRAILER,85
2025-07-14,PEDESTRIAN RAMP,22
2025-05-01,CROSSWALK,290
2023-09-12,FAIL TO DISP. MUNI METER RECPT,1032
2024-08-18,INTERSECTION,2
2024-02-08,NO STANDING-BUS LANE,194
2024-08-08,CROSSWALK,242
2024-08-21,INSP STICKER-MUTILATED/C'FEIT,52
2024-08-11,NO STAND TAXI/FHV RELIEF STAND,26
2024-11-09,WRONG WAY,20
2024-11-30,NO STANDING-HOTEL LOADING,17
2024-12-02,REG STICKER-MUTILATED/C'FEIT,12
2023-08-27,STORAGE-3HR COMMERCIAL,1
2024-12-25,VEH-SALE/WSHNG/RPRNG/DRIVEWAY,1
2023-09-03,NO STANDING-EXC. AUTH. VEHICLE,256
2024-02-03,NO STANDING-DAY/TIME LIMITS,1814
2024-04-19,NO STANDING-BUS LANE,105
2025-07-02,COMML PLATES-UNALTERED VEHICLE,92
2023-04-18,NO PARKING-STREET CLEANING,1
2024-07-20,MISSING EQUIPMENT,4
2023-11-21,WRONG WAY,30
2023-07-30,NIGHTTIME STD/ PKG IN A PARK,10
2024-07-20,FAIL TO DISP. MUNI METER RECPT,58
2023-11-19,NO STANDING-EXC. TRUCK LOADING,321
2024-07-04,DETACHED TRAILER,14
2023-10-21,BUS PARKING IN LOWER MANHATTAN,2
2023-10-14,FAIL TO DSPLY MUNI METER RECPT,3215
2025-02-26,NO PARKING-EXC. DSBLTY PERMIT,2
2024-04-01,NO STANDING-HOTEL LOADING,19
2024-04-04,REG STICKER-MUTILATED/C'FEIT,29
2024-12-30,SELLING/OFFERING MCHNDSE-METER,5
2024-06-05,FRONT OR BACK PLATE MISSING,970
2025-01-07,MISUSE PARKING PERMIT,17
2025-01-02,DETACHED TRAILER,64
2023-08-17,EXPIRED MUNI METER,1218
2024-05-19,NO MATCH-PLATE/STICKER,20
2023-01-15,BEYOND MARKED SPACE,1
2025-03-19,MISCELLANEOUS,9
2024-11-04,EXPIRED MUNI MTR-COMM MTR ZN,126
2023-11-14,FRONT OR BACK PLATE MISSING,799
2023-07-09,MISSING EQUIPMENT,26
2025-06-19,TRAFFIC LANE,12
2024-08-27,PARKED BUS-EXC. DESIG. AREA,4
2024-06-04,PLTFRM LFTS LWRD POS COMM VEH,387
2025-03-01,OBSTRUCTING TRAFFIC/INTERSECT,2
2025-04-28,PEDESTRIAN RAMP,31
2025-04-02,FAILURE TO STOP AT RED LIGHT,1689
2024-08-21,OBSTRUCTING DRIVEWAY,119
2023-11-11,SIDEWALK,66
2025-01-20,NO STANDING EXCP D/S,10
2023-09-06,NIGHTTIME STD/ PKG IN A PARK,6
2024-02-09,MISUSE PARKING PERMIT,23
2024-07-16,FAILURE TO STOP AT RED LIGHT,2200
2023-12-06,NO PARKING-EXC. DSBLTY PERMIT,13
2024-09-05,OBSTRUCTING DRIVEWAY,152
2024-02-21,DOUBLE PARKING,1504
2023-11-12,OBSTRUCTING DRIVEWAY,129
2024-10-14,BEYOND MARKED SPACE,4
2025-02-11,PEDESTRIAN RAMP,43
2025-02-15,MISCELLANEOUS,8
2023-10-14,IDLING,1
2024-09-28,NO STOPPING-DAY/TIME LIMITS,126
2025-04-06,NO STANDING-TAXI STAND,64
2025-06-04,FRAUDULENT USE PARKING PERMIT,46
2024-12-07,NO STANDING-TAXI STAND,58
2025-04-02,NO STAND TAXI/FHV RELIEF STAND,33
2024-02-29,NO PARKING-DAY/TIME LIMITS,2322
2024-07-11,OVERNIGHT TRACTOR TRAILER PKG,8
2025-01-02,NO PARKING-STREET CLEANING,7782
2025-03-22,FAIL TO DISP. MUNI METER RECPT,204
2024-08-12,NO STANDING-DAY/TIME LIMITS,2681
2024-06-16,NO STANDING-TAXI STAND,30
2025-06-20,NIGHTTIME STD/ PKG IN A PARK,1
2024-04-25,NON-COMPLIANCE W/ POSTED SIGN,42
2025-02-13,SELLING/OFFERING MCHNDSE-METER,1
2024-02-28,STORAGE-3HR COMMERCIAL,58
2023-09-12,IMPROPER REGISTRATION,28
2025-02-16,BUS PARKING IN LOWER MANHATTAN,4
2024-01-13,REG. STICKER-EXPIRED/MISSING,904
2024-03-12,SAFETY ZONE,185
2025-02-12,MOBILE BUS LANE VIOLATION,858
2024-06-28,SIDEWALK,97
2024-09-21,NIGHTTIME STD/ PKG IN A PARK,2
2025-06-15,TRAFFIC LANE,5
2025-04-09,MISSING EQUIPMENT,25
2024-02-21,MISCELLANEOUS,16
2025-12-09,FIRE HYDRANT,2
2024-02-25,OBSTRUCTING TRAFFIC/INTERSECT,1
2025-04-26,INSP. STICKER-EXPIRED/MISSING,872
2025-06-11,ANGLE PARKING,20
2023-09-17,INSP STICKER-MUTILATED/C'FEIT,5
2024-03-05,OBSTRUCTING TRAFFIC/INTERSECT,2
2024-07-23,REMOVE/REPLACE FLAT TIRE,1
2023-09-19,WRONG WAY,10
2023-06-05,CROSSWALK,4
2024-06-15,NO STANDING-DAY/TIME LIMITS,2021
2024-10-13,BUS LANE VIOLATION,1799
2025-05-07,PHTO SCHOOL ZN SPEED VIOLATION,11222
2023-09-21,FRONT OR BACK PLATE MISSING,491
2024-08-05,FRAUDULENT USE PARKING PERMIT,47
2024-08-20,OBSTRUCTING DRIVEWAY,119
2025-01-22,DOUBLE PARKING-MIDTOWN COMML,222
2025-03-05,STORAGE-3HR COMMERCIAL,24
2025-07-23,NO PARKING-STREET CLEANING,3319
2024-11-27,BUS LANE VIOLATION,2949
2025-05-26,BUS LANE VIOLATION,518
2025-03-19,PEDESTRIAN RAMP,33
2025-03-29,NO STANDING-HOTEL LOADING,18
2024-10-29,BEYOND MARKED SPACE,11
2024-05-18,NO STANDING-FOR HIRE VEH STND,1
2025-01-24,OVERTIME PKG-TIME LIMIT POSTED,9
2024-10-31,FAILURE TO STOP AT RED LIGHT,2167
2025-06-30,NON-COMPLIANCE W/ POSTED SIGN,71
2024-10-13,DIVIDED HIGHWAY,1
2024-01-23,PEDESTRIAN RAMP,32
2023-08-20,EXPIRED MUNI METER,1
2025-04-17,BIKE LANE,248
2024-07-19,INSP. STICKER-EXPIRED/MISSING,418
2024-11-26,NO STOPPING-DAY/TIME LIMITS,236
2024-11-25,SIDEWALK,122
2023-08-25,EXPIRED MUNI METER,903
2026-09-27,NO PARKING-STREET CLEANING,1
2024-12-26,NO STANDING-BUS LANE,82
2025-06-09,PHTO SCHOOL ZN SPEED VIOLATION,11226
2023-11-22,NO STAND TAXI/FHV RELIEF STAND,16
2025-06-18,DOUBLE PARKING-MIDTOWN COMML,314
2024-10-03,NO STANDING-OFF-STREET LOT,1649
2024-04-10,REG STICKER-MUTILATED/C'FEIT,20
2025-08-01,DOUBLE PARKING,1
2025-05-14,EXPIRED MUNI MTR-COMM MTR ZN,113
2024-07-01,OBSTRUCTING DRIVEWAY,145
2023-08-07,NO STANDING EXCP D/S,10
2024-01-04,BUS LANE VIOLATION,2123
2023-01-24,NO STANDING-BUS STOP,1
2024-08-25,SAFETY ZONE,65
2023-09-30,NO STANDING-TAXI STAND,58
2024-08-07,DETACHED TRAILER,125
2024-02-14,OBSTRUCTING DRIVEWAY,130
2025-01-15,PHTO SCHOOL ZN SPEED VIOLATION,9921
2023-12-31,NO MATCH-PLATE/STICKER,7
2025-02-27,EXPIRED MUNI MTR-COMM MTR ZN,139
2024-12-19,INSP STICKER-MUTILATED/C'FEIT,21
2025-07-08,FRONT OR BACK PLATE MISSING,739
2024-01-27,NO PARKING-EXC. DSBLTY PERMIT,3
2024-11-04,NO STANDING-EXC. TRUCK LOADING,848
2023-07-18,NO STANDING-COMMUTER VAN STOP,1
2025-04-09,ANGLE PARKING,8
2024-08-26,REG STICKER-MUTILATED/C'FEIT,9
2024-08-28,SAFETY ZONE,187
2025-07-20,FAILURE TO STOP AT RED LIGHT,2045
2024-03-05,BLUE ZONE,1
2023-04-18,SIDEWALK,1
2025-10-06,NO STANDING-DAY/TIME LIMITS,2
2024-10-22,MOBILE BUS LANE VIOLATION,701
2024-05-28,FAIL TO DSPLY MUNI METER RECPT,4038
2025-02-25,NO MATCH-PLATE/STICKER,58
2024-11-25,NO STANDING-OFF-STREET LOT,1824
2025-07-17,NO PARKING-STREET CLEANING,10435
2024-11-06,NO PARKING-STREET CLEANING,3798
2025-04-14,PHTO SCHOOL ZN SPEED VIOLATION,12233
2023-11-19,NO MATCH-PLATE/STICKER,31
2025-07-04,NO PARKING-EXC. DSBLTY PERMIT,3
2023-07-04,DOUBLE PARKING-MIDTOWN COMML,4
2024-03-19,NO STANDING-TAXI STAND,67
2023-10-15,OVERNIGHT TRACTOR TRAILER PKG,3
2025-04-23,NO STOP/STANDNG EXCEPT PAS P/U,4
2025-07-14,MISSING EQUIPMENT,26
2024-09-15,NO PARKING-DAY/TIME LIMITS,580
2025-07-27,PLTFRM LFTS LWRD POS COMM VEH,9
2026-12-20,NO STANDING-EXC. TRUCK LOADING,1
2024-12-20,FAIL TO DISP. MUNI METER RECPT,344
2024-09-05,NO STANDING-FOR HIRE VEH STND,6
2025-04-02,NO STANDING-TAXI STAND,69
2023-08-10,STORAGE-3HR COMMERCIAL,38
2025-03-21,PEDESTRIAN RAMP,41
2023-04-16,OBSTRUCTING DRIVEWAY,2
2024-03-12,MISUSE PARKING PERMIT,28
2024-07-26,SAFETY ZONE,111
2025-04-14,MISUSE PARKING PERMIT,21
2024-06-24,NO STANDING-EXC. TRUCK LOADING,843
2024-07-26,VIN OBSCURED,219
2024-06-25,MISSING EQUIPMENT,11
2025-05-12,MISSING EQUIPMENT,13
2023-12-14,NO PARKING-STREET CLEANING,8045
2025-06-27,ANGLE PARKING-COMM VEHICLE,1
2025-05-25,NO STANDING-FOR HIRE VEH STND,6
2023-11-17,NO STANDING-FOR HIRE VEH STND,6
2023-11-25,NON-COMPLIANCE W/ POSTED SIGN,42
2024-09-02,NGHT PKG ON RESID STR-COMM VEH,33
2025-05-13,NO STOPPING-DAY/TIME LIMITS,275
2025-05-04,SAFETY ZONE,65
2024-09-23,VIN OBSCURED,58
2024-04-27,TRAFFIC LANE,5
2024-12-26,NO STOPPING-DAY/TIME LIMITS,99
2024-08-03,OVERNIGHT TRACTOR TRAILER PKG,16
2025-05-15,NIGHTTIME STD/ PKG IN A PARK,1
2024-01-30,OVERNIGHT TRACTOR TRAILER PKG,13
2025-01-05,WRONG WAY,4
2023-08-03,STORAGE-3HR COMMERCIAL,36
2024-08-09,NO STANDING EXCP D/S,5
2023-12-01,DIVIDED HIGHWAY,4
2024-07-28,NO STANDING-DAY/TIME LIMITS,1544
2026-01-25,FIRE HYDRANT,1
2023-07-30,REG STICKER-MUTILATED/C'FEIT,4
2025-06-18,FRONT OR BACK PLATE MISSING,818
2024-04-07,WRONG WAY,2
2023-12-29,NO STANDING-COMM METER ZONE,501
2025-04-30,NO STANDING EXCP D/S,26
2024-07-03,NO STOPPING-DAY/TIME LIMITS,251
2023-08-25,FRAUDULENT USE PARKING PERMIT,2
2025-07-11,PLTFRM LFTS LWRD POS COMM VEH,418
2025-04-27,OT PARKING-MISSING/BROKEN METR,1
2023-07-08,NO STANDING-BUS LANE,12
2025-03-28,DOUBLE PARKING-MIDTOWN COMML,280
2025-01-07,EXPIRED METER-COMM METER ZONE,2319
2025-05-27,BEYOND MARKED SPACE,30
2024-08-24,BLUE ZONE,4
2024-03-20,NO PARKING-STREET CLEANING,4325
2025-04-09,NO STANDING-COMM METER ZONE,1254
2024-08-07,EXCAVATION-VEHICLE OBSTR TRAFF,1
2024-01-20,RAILROAD CROSSING,1
2024-12-23,PHTO SCHOOL ZN SPEED VIOLATION,12806
2023-07-22,NGHT PKG ON RESID STR-COMM VEH,121
2024-08-23,NO STANDING-FOR HIRE VEH STND,21
2023-08-30,NO STANDING-HOTEL LOADING,22
2024-07-15,NO STANDING-BUS STOP,643
2025-04-05,INSP. STICKER-EXPIRED/MISSING,1656
2025-05-19,DETACHED TRAILER,85
2025-05-11,INSP STICKER-MUTILATED/C'FEIT,6
2024-05-06,NO STANDING-BUS STOP,660
2023-08-09,UNAUTHORIZED BUS LAYOVER,3
2024-07-03,EXPIRED MUNI MTR-COMM MTR ZN,154
2024-01-23,MOBILE BUS LANE VIOLATION,719
2023-11-24,NO PARKING-EXC. DSBLTY PERMIT,11
2025-09-14,PEDESTRIAN RAMP,1
2025-07-23,REG. STICKER-EXPIRED/MISSING,1153
2025-05-15,UNAUTHORIZED BUS LAYOVER,1
2024-07-25,TRAFFIC LANE,22
2024-01-05,PARKED BUS-EXC. DESIG. AREA,6
2023-10-08,MOBILE BUS LANE VIOLATION,319
2023-08-17,BIKE LANE,224
2023-09-17,DIVIDED HIGHWAY,1
2025-05-28,NO STANDING-HOTEL LOADING,26
2024-05-06,REG STICKER-MUTILATED/C'FEIT,16
2025-05-04,NO STANDING-OFF-STREET LOT,1465
2023-04-15,DOUBLE PARKING,1
2023-11-09,OTHER,15
2025-02-16,NO STANDING-HOTEL LOADING,11
2024-05-07,BEYOND MARKED SPACE,18
2024-08-09,NO STANDING-TAXI STAND,51
2024-02-29,FIRE HYDRANT,2337
2024-06-24,BUS LANE VIOLATION,1813
2024-09-04,CROSSWALK,242
2024-10-24,NO STOPPING-DAY/TIME LIMITS,212
2023-12-27,FIRE HYDRANT,1248
2023-10-27,MISSING EQUIPMENT,11
2025-05-30,NO STANDING-HOTEL LOADING,20
2024-08-31,INSP STICKER-MUTILATED/C'FEIT,27
2023-09-18,NO STANDING-EXC. TRUCK LOADING,251
2024-06-07,NO STANDING-EXC. TRUCK LOADING,732
2022-07-09,REG. STICKER-EXPIRED/MISSING,1
2023-07-18,EXCAVATION-VEHICLE OBSTR TRAFF,2
2025-01-29,FAIL TO DSPLY MUNI METER RECPT,4974
2024-09-03,NO STANDING-COMMUTER VAN STOP,3
2023-07-01,SIDEWALK,95
2025-04-20,WRONG WAY,5
2024-07-21,MISCELLANEOUS,15
2025-04-13,NON-COMPLIANCE W/ POSTED SIGN,5
2024-05-25,NGHT PKG ON RESID STR-COMM VEH,123
2025-07-19,FAILURE TO STOP AT RED LIGHT,2082
2023-07-11,NO STANDING-EXC. TRUCK LOADING,833
2023-07-02,OBSTRUCTING TRAFFIC/INTERSECT,2
2024-09-26,OVERTIME PKG-TIME LIMIT POSTED,4
2023-05-14,OBSTRUCTING TRAFFIC/INTERSECT,1
2025-06-21,NO STANDING-COMM METER ZONE,506
2024-05-21,NO STANDING-BUS STOP,861
2024-03-23,FRONT OR BACK PLATE MISSING,219
2023-12-02,PLTFRM LFTS LWRD POS COMM VEH,122
2024-06-04,PARKED BUS-EXC. DESIG. AREA,21
2025-03-09,PEDESTRIAN RAMP,30
2024-06-15,PLTFRM LFTS LWRD POS COMM VEH,198
2025-06-19,OVERNIGHT TRACTOR TRAILER PKG,27
2024-01-31,TRAFFIC LANE,5
2023-06-09,DOUBLE PARKING,92
2024-12-29,MOBILE BUS LANE VIOLATION,454
2024-09-14,NO STOPPING-DAY/TIME LIMITS,103
2023-12-20,BLUE ZONE,8
2024-05-25,MOBILE BUS LANE VIOLATION,320
2024-03-21,DOUBLE PARKING,1159
2025-02-03,NO STD(EXC TRKS/GMTDST NO-TRK),3
2023-09-13,NO PARKING-STREET CLEANING,3691
2025-01-15,MISCELLANEOUS,9
2024-06-10,BUS PARKING IN LOWER MANHATTAN,12
2023-06-24,REG. STICKER-EXPIRED/MISSING,35
2025-01-18,PHTO SCHOOL ZN SPEED VIOLATION,12516
2025-04-30,OTHER,17
2024-08-23,PARKED BUS-EXC. DESIG. AREA,16
2024-08-23,NO PARKING-DAY/TIME LIMITS,1984
2025-01-20,PARKED BUS-EXC. DESIG. AREA,6
2023-11-20,BEYOND MARKED SPACE,15
2024-12-11,NO PARKING-EXC. DSBLTY PERMIT,4
2025-05-29,NO PARKING-EXC. DSBLTY PERMIT,3
2024-01-24,VIN OBSCURED,16
2025-02-25,NON-COMPLIANCE W/ POSTED SIGN,84
2023-09-12,NO STANDING-DAY/TIME LIMITS,3271
2024-12-15,DIVIDED HIGHWAY,1
2024-01-16,FAIL TO DSPLY MUNI METER RECPT,2010
2025-04-09,OVERTIME PKG-TIME LIMIT POSTED,1
2023-10-10,NO STANDING-TAXI STAND,50
2025-01-03,INSP STICKER-MUTILATED/C'FEIT,10
2024-08-10,NO STANDING EXCP D/S,4
2023-06-04,FRONT OR BACK PLATE MISSING,7
2025-01-19,NO STANDING-BUS STOP,188
2025-03-03,WRONG WAY,32
2025-03-07,BUS LANE VIOLATION,2581
2024-10-13,DOUBLE PARKING,380
2024-01-14,MISSING EQUIPMENT,1
2025-06-05,REG. STICKER-EXPIRED/MISSING,1148
2025-01-13,NO STANDING-EXC. AUTH. VEHICLE,354
2025-02-03,TRAFFIC LANE,7
2025-06-02,SIDEWALK,169
2024-05-15,SELLING/OFFERING MCHNDSE-METER,4
2025-03-12,NO STANDING-COMMUTER VAN STOP,5
2023-06-09,NO PARKING-EXC. AUTH. VEHICLE,3
2024-01-02,MISCELLANEOUS,9
2025-07-15,EXPIRED MUNI MTR-COMM MTR ZN,117
2023-10-26,OBSTRUCTING DRIVEWAY,134
2025-05-26,UNAUTHORIZED BUS LAYOVER,1
2023-04-22,INSP. STICKER-EXPIRED/MISSING,1
2023-09-14,BEYOND MARKED SPACE,4
2025-05-02,TRAFFIC LANE,20
2025-05-31,FRAUDULENT USE PARKING PERMIT,13
2024-10-15,NO STANDING EXCP D/S,24
2024-07-23,SAFETY ZONE,128
2023-09-07,EXPIRED MUNI METER,882
2025-02-08,NGHT PKG ON RESID STR-COMM VEH,147
2024-08-13,MOBILE BUS LANE VIOLATION,571
2025-01-15,REG STICKER-MUTILATED/C'FEIT,9
2024-10-27,NO STANDING EXCP D/S,18
2024-08-29,NO STANDING-BUS LANE,154
2023-09-20,BUS PARKING IN LOWER MANHATTAN,1
2024-08-31,NO STANDING-COMMUTER VAN STOP,2
2023-10-31,NO STANDING-COMM METER ZONE,684
2023-10-30,NO PARKING-DAY/TIME LIMITS,1993
2025-04-24,NO STANDING-HOTEL LOADING,23
2023-07-12,INSP STICKER-MUTILATED/C'FEIT,32
2024-12-07,TRAFFIC LANE,4
2024-02-15,INTERSECTION,5
2023-08-18,BUS PARKING IN LOWER MANHATTAN,1
2024-06-02,NO STANDING-COMMUTER VAN STOP,6
2024-03-16,NO PARKING-EXC. DSBLTY PERMIT,7
2023-06-25,SAFETY ZONE,1
2024-04-12,MISUSE PARKING PERMIT,27
2024-07-25,MISUSE PARKING PERMIT,16
2024-05-13,BLUE ZONE,4
2024-10-29,NO STANDING-FOR HIRE VEH STND,12
2024-05-03,NO STANDING-HOTEL LOADING,20
2025-06-23,FAIL TO DISP. MUNI METER RECPT,992
2024-01-22,NO STANDING-BUS STOP,691
2024-03-24,NO STANDING-COMMUTER VAN STOP,5
2023-06-11,UNAUTHORIZED BUS LAYOVER,2
2025-06-25,RAILROAD CROSSING,1
2025-06-04,SELLING/OFFERING MCHNDSE-METER,1
2023-08-24,CROSSWALK,248
2025-01-01,DETACHED TRAILER,5
2024-06-21,MISCELLANEOUS,20
2024-12-03,NO STOP/STANDNG EXCEPT PAS P/U,2
2025-05-10,FIRE HYDRANT,2060
2025-01-19,NO STANDING-COMM METER ZONE,1
2023-11-08,INSP. STICKER-EXPIRED/MISSING,2644
2024-09-09,NON-COMPLIANCE W/ POSTED SIGN,119
2024-04-15,MOBILE BUS LANE VIOLATION,619
2024-03-21,PEDESTRIAN RAMP,11
2023-08-30,OVERTIME PKG-TIME LIMIT POSTED,5
2025-02-07,NON-COMPLIANCE W/ POSTED SIGN,94
2023-08-23,INSP. STICKER-EXPIRED/MISSING,1578
2025-02-19,OVERNIGHT TRACTOR TRAILER PKG,43
2024-08-06,FRONT OR BACK PLATE MISSING,761
2024-04-27,FRAUDULENT USE PARKING PERMIT,34
2023-10-15,NO PARKING-DAY/TIME LIMITS,689
2025-06-20,DETACHED TRAILER,110
2024-01-11,BUS LANE VIOLATION,1971
2023-06-17,BIKE LANE,4
2024-10-19,OBSTRUCTING DRIVEWAY,150
2024-03-28,ANGLE PARKING,5
2025-04-10,NO PARKING-STREET CLEANING,10483
2024-10-22,EXPIRED MUNI METER,1071
2023-08-31,DETACHED TRAILER,113
2025-05-05,BIKE LANE,134
2023-10-24,OBSTRUCTING TRAFFIC/INTERSECT,4
2026-07-03,FIRE HYDRANT,1
2025-02-06,ALTERING INTERCITY BUS PERMIT,1
2023-12-25,DETACHED TRAILER,11
2025-01-29,INSP. STICKER-EXPIRED/MISSING,1721
2024-07-25,INSP. STICKER-EXPIRED/MISSING,1495
2025-03-31,NON-COMPLIANCE W/ POSTED SIGN,22
2025-07-25,INTERSECTION,4
2024-01-01,BIKE LANE,13
2024-07-30,EXPIRED MUNI METER,1078
2023-09-25,INSP. STICKER-EXPIRED/MISSING,1012
2025-04-14,PEDESTRIAN RAMP,33
2026-06-17,NO PARKING-DAY/TIME LIMITS,2
2024-05-12,NO PARKING-EXC. DSBLTY PERMIT,2
2025-04-26,NO STANDING-BUS STOP,423
2024-06-26,NON-COMPLIANCE W/ POSTED SIGN,93
2024-12-24,DIVIDED HIGHWAY,2
2026-05-27,FIRE HYDRANT,2
2023-12-12,NO STOPPING-DAY/TIME LIMITS,187
2023-08-29,FRONT OR BACK PLATE MISSING,762
2025-01-28,FAIL TO DSPLY MUNI METER RECPT,5232
2025-03-09,MISUSE PARKING PERMIT,13
2024-11-25,DOUBLE PARKING-MIDTOWN COMML,319
2024-10-23,UNAUTHORIZED PASSENGER PICK-UP,1
2025-04-28,FAILURE TO STOP AT RED LIGHT,1814
2023-11-22,NO PARKING-STREET CLEANING,3552
2023-02-14,OBSTRUCTING DRIVEWAY,3
2025-01-28,PARKED BUS-EXC. DESIG. AREA,12
2024-08-09,DIVIDED HIGHWAY,6
2024-10-13,OBSTRUCTING TRAFFIC/INTERSECT,1
2023-12-18,INSP STICKER-MUTILATED/C'FEIT,7
2025-06-07,NO STANDING-FOR HIRE VEH STND,1
2025-03-24,BEYOND MARKED SPACE,1
2023-10-03,NIGHTTIME STD/ PKG IN A PARK,3
2024-11-24,DOUBLE PARKING,390
2024-08-24,COMML PLATES-UNALTERED VEHICLE,42
2025-02-12,OVERTIME PKG-TIME LIMIT POSTED,4
2023-09-13,FAILURE TO STOP AT RED LIGHT,1925
2025-05-25,ELEVATED/DIVIDED HIGHWAY/TUNNL,1
2024-11-24,NO STANDING-OFF-STREET LOT,1779
2025-05-09,INTERSECTION,8
2024-12-03,NO STD(EXC TRKS/GMTDST NO-TRK),1
2024-04-18,MOBILE BUS LANE VIOLATION,774
2024-12-17,BLUE ZONE,9
2023-05-02,NO STANDING-BUS STOP,2
2023-12-24,MOBILE BUS LANE VIOLATION,369
2024-12-01,NO PARKING-EXC. DSBLTY PERMIT,3
2024-05-28,NON-COMPLIANCE W/ POSTED SIGN,76
2024-02-24,OVERTIME PKG-TIME LIMIT POSTED,3
2024-02-07,MOBILE BUS LANE VIOLATION,694
2023-12-25,NO STANDING EXCP D/S,5
2024-03-19,CROSSWALK,357
2024-09-18,BIKE LANE,215
2025-04-18,NO PARKING-STREET CLEANING,23
2024-01-18,NO PARKING-EXC. AUTH. VEHICLE,4
2025-07-11,NO STANDING-EXC. AUTH. VEHICLE,274
2000-09-17,NGHT PKG ON RESID STR-COMM VEH,1
2024-08-17,BUS PARKING IN LOWER MANHATTAN,2
2024-03-16,NO STANDING-FOR HIRE VEH STND,1
2023-09-07,NO STOPPING-DAY/TIME LIMITS,284
2024-03-10,BUS PARKING IN LOWER MANHATTAN,2
2023-10-04,IMPROPER REGISTRATION,17
2023-10-11,FAILURE TO DISPLAY BUS PERMIT,1
2024-09-30,EXCAVATION-VEHICLE OBSTR TRAFF,2
2024-07-04,NO STOP/STANDNG EXCEPT PAS P/U,1
2024-07-10,VIN OBSCURED,171
2025-08-10,OBSTRUCTING DRIVEWAY,1
2024-03-21,VIN OBSCURED,196
2025-03-01,NO STANDING-BUS LANE,11
2025-04-03,FRAUDULENT USE PARKING PERMIT,47
2024-10-18,REG STICKER-MUTILATED/C'FEIT,15
2023-11-10,ANGLE PARKING,5
2024-01-19,EXPIRED MUNI MTR-COMM MTR ZN,74
2024-08-11,REG STICKER-MUTILATED/C'FEIT,5
2025-02-12,FRAUDULENT USE PARKING PERMIT,47
2025-05-13,SIDEWALK,178
2025-03-04,OVERNIGHT TRACTOR TRAILER PKG,24
2024-12-20,NO PARKING-DAY/TIME LIMITS,1094
2024-04-09,COMML PLATES-UNALTERED VEHICLE,82
2024-08-20,BUS PARKING IN LOWER MANHATTAN,3
2024-05-07,WRONG WAY,35
2025-03-11,DIVIDED HIGHWAY,5
2024-02-06,VIN OBSCURED,12
2024-11-09,NO STANDING EXCP D/S,3
2024-03-24,NO STANDING-DAY/TIME LIMITS,1326
2025-03-09,SIDEWALK,96
2023-06-11,REG STICKER-MUTILATED/C'FEIT,1
2025-02-12,DOUBLE PARKING-MIDTOWN COMML,243
2024-09-25,WRONG WAY,12
2023-12-31,FAILURE TO STOP AT RED LIGHT,1366
2025-02-13,FRONT OR BACK PLATE MISSING,753
2024-03-25,CROSSWALK,285
2025-01-24,FAIL TO DSPLY MUNI METER RECPT,3423
2024-06-28,FIRE HYDRANT,1177
2025-02-08,BIKE LANE,95
2025-05-25,FRONT OR BACK PLATE MISSING,368
2025-11-14,SIDEWALK,4
2024-09-05,NIGHTTIME STD/ PKG IN A PARK,4
2023-07-01,NO STAND TAXI/FHV RELIEF STAND,28
2024-02-10,NO STANDING-HOTEL LOADING,11
2025-04-17,PHTO SCHOOL ZN SPEED VIOLATION,13256
2025-07-09,NO STANDING-COMMUTER VAN STOP,7
2025-02-08,SAFETY ZONE,75
2024-06-08,DIVIDED HIGHWAY,9
2023-09-13,INSP. STICKER-EXPIRED/MISSING,1996
2025-05-22,OVERNIGHT TRACTOR TRAILER PKG,27
2024-03-06,DIVIDED HIGHWAY,1
2025-04-04,INSP. STICKER-EXPIRED/MISSING,1924
2024-09-19,WRONG WAY,16
2023-09-11,PARKED BUS-EXC. DESIG. AREA,5
2023-05-22,FIRE HYDRANT,3
2025-06-08,FRONT OR BACK PLATE MISSING,177
2024-09-20,NO STOPPING-DAY/TIME LIMITS,226
2024-09-23,OVERTIME PKG-TIME LIMIT POSTED,3
2024-08-17,NON-COMPLIANCE W/ POSTED SIGN,17
